status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
3,36,2,0,7775,4,5,3,3,2,2,34,3,1,1,2,2,1,0,0
3,48,0,2,1575,2,1,1,2,2,1,45,2,1,2,4,1,2,0,0
2,86,0,3,6350,3,4,2,1,4,3,20,2,1,2,2,1,1,1,0
3,48,0,5,7400,4,4,1,1,1,4,58,3,3,2,3,2,1,0,0
1,67,0,7,4775,4,4,1,2,2,2,80,2,1,3,2,1,2,1,0
1,28,3,6,5075,4,5,3,3,4,1,78,1,2,2,1,1,2,0,0
3,83,4,5,175,3,4,4,2,3,3,60,2,3,2,2,1,1,0,0
3,100,1,7,9500,2,5,3,2,1,2,82,1,1,1,1,2,1,1,0
3,35,2,4,9025,3,2,2,3,3,4,75,3,3,2,2,2,1,0,0
2,55,3,10,8850,1,3,2,2,1,3,81,1,3,3,3,1,1,0,0
3,29,0,7,3050,2,5,2,3,1,4,36,3,3,4,4,1,1,1,0
3,16,1,8,725,4,4,4,1,2,3,52,3,3,2,4,1,2,1,0
2,47,1,2,7425,5,5,4,3,1,4,34,2,2,4,2,1,2,0,0
3,16,0,6,1175,5,5,2,1,3,2,81,2,3,2,1,1,2,0,0
3,83,1,7,3575,1,3,3,1,1,4,63,3,3,4,1,2,1,1,0
4,58,3,1,7050,3,1,4,2,2,3,36,1,2,3,3,2,2,0,0
1,85,2,4,9750,3,2,4,1,4,4,40,1,3,2,1,2,2,0,0
4,33,1,1,3050,2,2,1,2,4,4,61,3,1,4,1,2,2,0,0
1,77,2,8,4050,1,3,2,3,4,3,63,2,3,3,4,1,2,1,0
4,10,3,4,600,5,1,4,3,4,4,43,3,3,4,2,2,2,0,0
1,43,3,1,7100,3,3,4,1,3,2,64,1,3,4,1,2,2,1,0
2,97,4,4,9725,4,3,1,1,2,3,59,1,3,4,3,1,1,0,0
1,71,1,4,4325,5,3,4,2,3,4,49,2,1,3,1,2,1,1,0
3,6,2,1,9775,2,2,3,2,1,2,79,1,1,3,1,1,2,0,0
3,37,2,9,2100,5,2,1,3,3,4,49,2,2,2,1,2,2,1,0
3,33,0,4,5325,1,4,3,1,2,2,50,1,1,4,4,2,2,1,0
3,76,1,9,9550,4,2,3,2,2,2,39,2,1,1,4,1,2,1,0
1,97,2,2,4800,2,3,1,1,4,2,30,1,1,3,2,1,2,0,0
4,80,4,8,4900,1,5,1,3,2,3,54,2,2,3,4,1,1,1,0
1,22,1,10,8325,3,4,1,3,3,2,52,3,1,3,1,2,2,0,0
3,22,0,5,900,1,1,2,1,1,1,42,1,3,2,1,2,2,1,0
1,27,0,8,5950,5,2,4,2,1,1,34,2,3,4,4,1,2,0,0
4,92,1,3,3525,3,4,1,3,1,2,68,1,2,2,2,1,2,1,0
4,96,2,4,2525,5,5,2,1,4,1,65,2,2,1,1,2,2,1,0
4,82,1,10,3975,2,4,4,3,4,1,39,3,1,3,1,2,1,1,0
3,94,3,1,7050,2,1,4,3,2,3,60,3,3,4,3,2,1,0,0
1,51,3,4,5925,3,2,3,2,1,4,22,3,2,3,3,1,2,1,0
2,54,0,9,4825,3,4,1,2,2,1,24,1,1,2,3,2,2,0,0
1,86,1,3,4300,2,5,2,2,3,1,70,2,3,2,1,1,1,1,0
1,93,1,0,2400,2,5,1,3,3,3,83,2,1,1,1,2,1,0,0
3,89,3,2,5850,2,1,3,1,2,3,29,2,1,3,1,1,2,0,0
2,4,4,9,200,1,5,1,2,3,4,21,2,3,2,1,1,2,1,0
1,72,3,4,475,1,3,4,3,2,2,76,2,2,3,1,1,1,1,0
3,57,2,5,350,1,5,3,1,2,2,47,2,3,1,4,2,2,1,0
2,66,1,6,2175,2,1,1,1,1,2,85,3,1,2,1,1,1,1,0
2,3,2,0,3725,2,5,3,2,1,1,59,3,1,4,4,1,1,1,0
3,76,0,7,6500,3,2,1,2,1,3,20,3,3,4,2,1,2,1,0
1,69,3,7,1100,4,4,3,2,3,2,60,2,2,1,3,2,1,1,0
1,40,2,0,2375,4,2,1,2,2,1,48,1,2,2,1,2,1,0,0
3,16,0,1,3350,4,1,3,3,4,1,78,2,1,3,3,2,1,1,0
1,82,1,0,6075,2,2,3,1,4,1,72,3,2,4,1,1,2,0,0
1,18,3,10,4450,2,2,1,3,4,3,63,2,2,2,4,1,1,1,0
3,34,3,0,1300,4,5,3,1,4,1,70,2,1,1,2,1,2,1,0
1,93,1,4,2050,2,4,3,1,4,2,70,2,2,1,3,1,2,0,0
4,70,4,1,4600,2,2,4,3,2,3,72,1,1,1,3,2,1,0,0
3,22,0,10,6975,2,5,3,2,2,2,51,2,3,2,1,1,2,1,0
4,49,4,10,4800,5,5,3,2,1,3,57,2,3,1,2,1,2,0,0
2,46,2,2,650,3,1,4,2,1,2,56,3,2,3,3,1,1,1,0
3,25,2,10,7725,3,2,4,3,1,2,19,3,3,2,4,2,2,1,0
4,62,3,3,7250,1,2,2,2,2,1,56,1,2,1,4,2,2,1,0
1,3,0,1,1450,1,3,1,3,3,2,81,2,3,2,4,1,1,0,0
3,97,0,8,8825,4,5,1,3,1,2,72,3,2,2,2,2,2,0,0
1,97,0,0,4225,4,1,2,1,1,2,73,1,1,1,4,2,2,0,0
3,94,1,0,4350,1,5,1,3,3,1,31,2,3,1,1,2,2,1,0
1,99,1,8,1325,1,5,3,3,1,3,71,1,1,2,4,2,2,0,0
2,6,3,3,8550,2,3,3,1,4,3,79,3,3,4,2,2,1,0,0
2,14,2,4,4075,4,2,4,2,2,3,51,2,2,4,1,1,1,0,0
2,46,2,8,3750,2,4,2,1,4,1,24,1,1,3,1,1,2,1,0
3,83,3,1,7925,2,1,4,2,1,3,64,2,2,3,2,2,1,1,0
2,41,4,4,3325,3,4,4,2,1,3,29,3,1,1,4,2,1,1,0
4,29,0,1,4100,5,2,1,3,4,1,38,1,1,4,4,2,2,1,0
1,95,0,1,6875,1,3,4,3,3,4,44,1,1,4,4,2,2,0,0
1,46,3,2,2200,3,2,1,1,2,2,50,2,1,3,3,1,2,0,0
2,72,4,7,9075,3,2,1,1,3,2,61,1,3,2,4,1,1,1,0
3,68,0,6,6275,4,2,2,3,3,3,38,1,1,1,4,1,1,0,0
2,26,4,8,6375,4,5,4,1,1,3,46,3,1,4,2,1,2,1,0
4,82,4,4,1775,5,3,2,3,2,1,28,3,3,4,4,2,2,0,0
1,65,2,9,1000,5,2,3,1,4,2,72,3,2,1,2,1,1,1,0
1,88,3,8,9200,5,2,2,1,1,1,84,3,2,1,2,1,2,1,0
2,6,0,5,8650,1,2,2,2,2,1,80,3,3,4,3,2,1,0,0
4,92,2,4,2050,3,2,1,3,2,2,63,2,3,2,1,2,1,1,0
4,93,3,8,4650,4,1,3,1,4,1,74,2,3,4,3,2,2,0,0
4,96,0,8,6800,4,3,4,1,4,4,64,3,3,2,2,2,1,0,0
4,97,1,3,3075,1,1,3,1,2,1,21,1,1,1,3,1,1,0,0
2,41,3,0,3875,4,5,4,2,3,3,79,3,1,4,1,1,2,1,0
3,46,0,0,8350,2,4,4,2,2,3,30,1,2,4,3,1,2,0,0
3,78,0,2,5875,3,4,3,2,1,1,39,3,3,1,4,1,2,0,0
1,48,2,3,4900,5,4,4,1,1,4,57,3,2,1,2,1,2,0,0
1,72,4,4,9550,2,5,2,2,3,4,73,2,3,3,1,2,1,1,0
4,83,3,0,3250,4,5,3,2,3,1,54,2,1,3,2,2,2,0,0
3,15,0,4,3750,3,1,2,1,1,3,45,2,3,1,1,1,2,0,0
3,90,4,0,2975,2,3,4,2,4,4,82,2,2,3,2,1,1,0,0
3,21,4,9,8925,5,1,1,2,3,1,34,2,1,2,1,1,1,1,0
2,9,2,10,7975,5,3,4,3,1,1,50,1,1,2,2,2,1,0,0
2,74,0,0,2150,3,3,3,1,4,3,68,3,2,2,3,1,2,1,0
1,33,3,0,5325,5,1,4,2,4,1,51,1,1,4,3,1,1,1,0
4,44,3,6,9575,4,5,1,1,3,2,20,2,2,2,2,2,2,1,0
4,79,4,1,9500,2,4,3,2,3,2,51,2,1,3,1,2,1,0,0
1,79,0,10,8075,3,4,4,3,4,4,56,1,2,2,1,2,2,0,0
2,2,2,1,4850,3,3,4,3,1,3,79,1,2,1,1,2,1,0,0
4,45,3,0,3075,4,3,3,1,2,1,73,2,3,1,3,2,2,0,0
1,83,0,2,1825,2,1,4,1,3,2,28,1,3,4,1,1,1,0,0
3,35,1,1,1000,2,5,1,1,1,2,56,2,3,1,4,2,1,0,0
3,15,0,1,7125,2,1,2,2,3,4,82,1,2,4,4,1,1,1,0
4,77,0,5,1650,3,1,1,2,2,1,46,1,2,2,1,1,1,0,0
1,32,1,1,1200,4,4,2,1,3,2,61,1,3,1,4,2,1,1,0
2,83,3,4,775,2,3,4,1,4,4,82,1,3,2,4,2,1,0,0
3,58,0,2,1650,3,5,3,3,2,1,83,2,1,1,1,1,2,1,0
4,12,1,6,975,1,4,1,3,1,2,75,2,1,1,1,2,2,0,0
3,40,2,8,2825,3,4,3,1,3,1,65,3,1,3,3,1,2,1,0
2,58,4,2,2150,5,4,2,3,1,2,49,2,2,4,3,2,1,1,0
4,65,1,4,9000,5,3,2,2,2,3,65,1,3,3,3,2,2,1,0
4,66,2,1,7925,1,5,4,2,4,3,81,1,3,4,1,1,2,0,0
1,22,4,6,6325,4,4,1,2,4,3,70,3,2,3,4,2,1,0,0
2,63,4,0,6825,3,5,2,3,3,2,59,1,3,3,4,2,1,0,0
1,75,4,5,9025,5,5,1,1,1,3,43,1,1,4,2,2,2,1,0
4,19,2,0,3050,1,2,3,2,3,4,29,3,1,1,1,2,1,0,0
3,77,2,7,4325,3,2,2,2,4,3,59,1,1,1,3,2,1,0,0
3,23,3,8,3400,3,3,1,2,3,1,80,2,2,1,1,1,1,0,0
2,85,3,10,4950,1,2,4,3,2,4,73,2,3,3,2,2,2,1,0
2,25,2,8,8700,4,3,4,1,1,3,29,2,3,2,4,1,1,1,0
2,90,0,0,4725,3,3,2,2,4,1,71,2,1,2,1,2,1,0,0
1,96,0,7,1600,5,2,4,1,3,1,81,2,3,2,1,2,2,0,0
4,21,1,5,8475,5,5,1,2,2,2,53,2,3,2,4,1,2,1,0
2,77,1,0,6525,2,1,1,3,2,3,54,3,3,3,4,1,2,0,0
4,81,1,3,8900,3,2,3,2,2,1,78,1,1,4,3,1,2,1,0
2,68,4,8,5550,5,5,2,3,4,1,64,3,3,3,2,1,2,0,0
3,43,4,7,1650,3,5,2,3,4,1,74,1,2,3,2,1,1,0,0
2,86,0,6,3225,1,4,1,2,4,3,69,1,1,1,4,1,1,1,0
1,87,1,6,6025,1,5,1,2,3,2,76,2,1,1,1,2,2,1,0
1,14,3,7,6675,5,1,3,3,1,4,23,3,1,2,4,2,2,1,0
4,73,2,2,925,3,5,3,2,2,4,84,2,2,2,4,1,2,0,0
4,53,0,0,2900,4,5,2,1,2,3,74,2,2,1,3,1,2,1,0
4,86,0,7,575,2,2,3,1,4,3,49,3,1,4,2,1,2,1,0
3,95,0,4,300,1,4,4,3,2,2,37,1,3,1,4,1,1,0,0
4,30,3,10,4450,5,2,2,2,2,2,68,3,1,1,2,2,1,1,0
2,100,2,3,7000,3,1,4,2,2,2,21,1,1,4,4,2,1,1,0
1,38,2,10,325,4,4,2,1,2,4,33,3,3,1,3,1,2,0,0
2,53,3,7,3200,5,1,2,1,2,1,82,1,1,3,2,1,2,0,0
3,29,3,5,4275,2,1,3,2,1,3,20,3,1,4,3,1,2,1,0
1,56,0,3,825,3,5,2,2,1,3,25,3,3,3,1,2,2,1,0
3,64,4,7,1550,1,3,3,1,1,3,72,1,2,1,3,1,2,1,0
1,55,1,9,2725,3,4,4,3,3,4,73,2,2,1,2,2,2,0,0
1,64,1,9,2825,3,3,3,3,4,2,68,1,1,3,1,2,1,0,0
2,39,1,5,2350,5,1,4,1,1,4,37,2,3,2,1,2,1,0,0
1,88,0,9,4050,4,4,4,3,1,1,41,2,1,2,2,2,2,1,0
1,60,0,2,7625,1,2,1,1,2,1,41,2,2,4,4,2,1,0,0
4,97,1,8,9550,5,2,4,3,3,1,70,3,1,4,1,2,1,1,0
4,61,3,5,8150,2,5,1,1,4,1,54,3,2,3,1,1,2,1,0
1,43,4,0,8275,1,2,1,1,2,2,19,2,1,2,1,1,1,0,0
1,71,2,6,4575,3,5,1,3,1,2,72,2,2,2,2,1,2,1,0
4,46,0,6,6325,3,4,1,2,3,4,48,1,1,4,4,2,2,0,0
2,97,4,1,8100,2,5,3,3,2,4,20,1,3,4,4,2,2,1,0
1,84,2,5,8975,2,3,4,3,1,3,43,3,2,2,3,2,2,1,0
3,3,2,3,5475,4,5,4,3,4,4,80,3,2,4,4,2,2,0,0
1,59,2,9,8150,4,5,1,2,3,4,76,3,2,1,4,2,2,0,0
3,8,2,2,3625,3,3,1,2,1,4,70,3,3,1,1,2,2,0,0
3,88,0,9,875,2,2,2,1,1,3,49,2,2,2,4,1,2,0,0
3,90,3,1,7125,4,5,1,1,4,3,71,3,1,4,4,1,1,1,0
3,7,0,7,9300,2,2,2,2,1,4,65,3,3,4,3,1,1,0,0
1,32,1,1,1875,3,4,2,2,3,3,44,2,3,4,1,2,2,0,0
2,75,1,9,8425,4,3,3,1,1,1,59,1,3,1,2,2,1,0,0
2,12,3,8,8275,5,2,1,3,3,1,34,2,3,4,2,2,1,0,0
3,48,2,10,8650,1,4,4,3,2,1,29,1,2,2,4,2,1,1,0
3,57,3,10,7250,5,1,3,1,3,1,49,3,2,1,4,1,1,1,0
3,61,4,6,8100,2,2,4,3,2,3,45,1,3,3,2,1,2,1,0
1,96,3,1,5200,2,1,2,1,3,1,27,2,1,3,1,2,1,1,0
3,10,2,10,7125,5,5,4,2,2,2,55,2,1,2,2,2,2,1,0
3,59,3,8,1300,3,3,2,1,1,1,46,1,3,3,3,1,1,1,0
1,25,2,0,2975,2,4,4,1,1,4,27,1,3,1,3,2,1,0,0
2,29,0,4,8300,1,3,2,2,3,1,51,1,3,4,4,1,1,1,0
2,12,3,7,3375,2,3,4,2,2,1,69,3,1,1,2,2,2,1,0
1,84,4,0,9375,4,2,2,2,3,4,26,1,2,4,3,1,2,0,0
3,3,0,8,7000,1,4,2,2,2,1,27,1,2,2,2,2,1,0,0
4,89,1,8,5075,3,3,3,3,1,2,20,2,1,1,1,1,2,1,0
4,52,0,8,4450,5,1,4,2,4,1,79,1,3,2,4,2,2,0,0
2,15,3,9,3400,4,2,3,3,2,1,18,3,2,3,2,1,2,0,0
3,51,2,0,7400,2,1,3,2,3,3,75,3,1,2,4,2,2,0,0
4,5,4,3,1750,3,4,3,2,3,3,45,3,1,2,4,1,1,0,0
3,15,3,2,750,5,1,2,1,3,1,43,3,3,1,1,1,2,1,0
4,14,3,8,1800,3,2,4,3,4,2,69,2,3,1,4,2,2,1,0
2,73,1,3,6200,5,1,3,2,3,4,43,1,1,4,3,2,1,0,0
3,3,1,1,2650,1,3,1,3,3,1,65,2,1,1,4,1,2,0,0
2,86,1,3,3300,3,1,3,2,3,1,26,1,2,3,4,1,2,1,0
4,82,0,10,1725,5,3,1,3,1,2,82,1,3,4,2,2,2,1,0
3,91,3,1,8875,4,1,3,1,4,2,82,3,2,4,4,1,1,0,0
2,44,3,7,7325,5,3,4,1,4,2,18,3,3,1,1,1,1,1,0
2,79,3,6,6850,4,4,1,2,1,4,20,3,2,4,4,2,1,0,0
3,9,1,9,3100,5,4,4,3,1,4,63,2,3,3,4,2,1,1,0
1,83,3,7,5025,4,5,4,3,3,1,65,2,3,1,3,1,2,0,0
2,65,2,8,7650,3,2,2,3,4,1,68,3,3,2,1,1,2,1,0
3,42,2,4,6550,1,5,3,3,4,2,24,3,2,3,2,2,1,1,0
2,54,4,9,1425,4,3,4,1,4,4,65,2,1,4,1,2,2,0,0
3,35,1,5,3225,1,1,2,2,3,4,54,2,1,4,2,1,2,1,0
3,39,1,3,3375,1,5,1,1,4,3,31,2,2,4,2,1,2,1,0
2,18,2,6,2175,2,4,3,1,4,3,56,3,3,4,3,2,2,0,0
1,27,3,1,500,2,5,1,1,2,3,76,1,3,3,2,2,2,0,0
3,64,4,6,1200,1,1,3,1,1,2,63,3,2,3,4,1,2,1,0
2,30,0,5,7875,3,2,2,2,3,1,63,1,2,3,1,1,1,0,0
2,11,4,8,8200,1,3,4,2,3,3,41,2,2,1,2,1,1,1,0
2,89,2,8,10000,1,5,1,2,4,1,76,1,1,1,3,2,2,0,0
2,24,3,6,8950,4,4,4,1,4,2,64,1,3,2,3,2,1,1,0
3,45,4,8,8700,3,5,2,2,4,4,60,2,2,2,2,2,2,1,0
1,65,3,5,7625,2,2,3,1,1,4,39,1,1,4,4,1,1,1,0
2,67,2,0,8325,2,4,1,1,2,1,85,1,1,4,3,2,1,0,0
4,20,1,2,2575,4,3,3,2,3,2,78,3,2,3,2,1,1,1,0
4,57,4,2,5950,5,4,1,3,4,1,19,2,1,4,2,2,2,0,0
3,25,1,8,6675,1,3,1,3,4,2,29,2,2,1,1,1,1,1,0
1,88,2,7,5675,4,5,1,2,3,2,46,2,3,1,3,1,1,0,0
1,72,4,1,9950,5,1,2,2,4,1,24,2,1,3,1,1,1,1,0
1,100,4,10,2950,3,4,2,1,1,4,82,1,1,3,2,1,2,0,0
1,30,2,9,3950,3,4,1,2,1,3,57,2,2,3,1,1,1,1,0
2,95,3,9,8725,1,3,4,2,3,1,58,2,1,4,3,2,2,1,0
4,7,0,4,3625,5,3,4,2,2,4,26,2,2,4,2,2,1,1,0
1,32,1,3,4975,4,3,4,1,3,4,67,3,3,4,2,1,1,1,0
4,14,0,4,5275,2,3,1,2,1,4,45,3,2,1,2,1,2,1,0
1,88,0,7,3725,5,3,1,3,2,3,33,2,1,4,1,2,1,0,0
3,91,4,4,7425,4,2,2,2,3,3,62,3,2,3,2,1,2,1,0
4,35,4,0,5525,3,3,3,2,3,4,52,2,1,1,1,1,2,0,0
4,44,1,6,4975,5,4,2,2,3,1,23,1,1,4,3,1,2,1,0
2,94,0,10,4025,3,1,1,1,2,3,63,2,1,4,3,2,2,0,0
3,30,2,10,4075,3,2,4,3,1,1,34,3,1,1,2,2,1,1,0
3,38,1,9,8375,4,4,2,2,3,1,47,3,2,1,1,1,1,1,0
4,13,1,9,3925,1,2,1,1,1,4,40,3,1,3,4,2,1,1,0
4,76,3,6,3525,3,1,1,2,4,1,71,2,2,4,4,2,2,1,0
2,34,0,5,550,2,2,3,3,4,3,75,2,2,1,4,1,2,0,0
3,48,1,3,4425,4,3,4,2,4,4,40,3,1,4,1,2,1,1,0
4,62,2,10,8975,2,5,3,1,4,3,64,3,2,2,3,2,2,0,0
3,66,4,9,9475,5,1,1,2,2,1,65,3,2,1,4,2,2,0,0
4,33,3,4,9325,2,4,1,1,1,2,72,1,3,3,1,2,1,1,0
2,51,2,2,4725,4,5,4,2,1,2,66,2,1,2,3,2,2,0,0
1,45,0,3,5800,4,5,1,3,4,2,72,3,2,1,3,2,2,1,0
2,88,3,9,3275,3,5,3,2,3,2,67,3,3,4,4,2,2,0,0
3,52,4,6,7950,3,2,4,1,4,2,46,1,2,1,4,2,1,1,0
4,27,4,5,7275,3,4,1,1,2,3,59,2,2,4,4,2,1,0,0
1,40,4,6,825,2,1,4,2,4,3,68,3,3,3,3,2,2,1,0
1,87,1,4,5300,1,3,1,3,1,4,47,3,3,4,3,1,2,1,0
1,40,3,6,3375,3,2,1,1,2,1,27,2,1,3,2,2,2,0,0
2,44,2,1,9125,4,2,1,1,2,2,30,2,1,3,4,2,1,1,0
3,6,2,10,9800,3,4,1,3,2,2,34,2,1,1,4,2,2,1,0
3,40,0,6,5550,3,4,1,2,4,3,81,1,2,1,1,2,1,1,0
1,64,4,8,7675,2,1,1,1,2,2,63,1,1,1,3,2,1,1,0
3,47,0,2,9975,5,5,4,1,2,1,25,3,2,4,3,1,2,0,0
4,31,3,6,2225,5,5,3,2,4,1,40,3,2,4,4,2,1,0,0
2,75,3,9,2775,2,4,4,1,3,1,23,2,3,3,4,2,1,1,0
2,58,0,1,7950,4,3,3,1,4,1,67,1,2,3,4,1,1,1,0
3,56,4,0,4350,2,5,4,1,3,3,41,3,2,2,4,2,2,0,0
3,20,0,0,1650,5,2,1,3,4,1,83,1,1,1,1,1,1,1,0
2,66,4,7,7575,1,5,1,2,4,1,32,1,3,1,3,2,1,0,0
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
2,33,0,6,750,4,5,2,1,2,1,38,2,1,3,4,1,1,1,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
4,67,0,10,1650,5,1,2,2,2,3,38,2,1,4,3,2,2,0,1
1,51,3,8,1325,4,2,1,1,1,2,22,2,1,2,4,1,2,1,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
1,4,1,8,600,4,3,2,1,2,2,35,1,1,1,4,2,2,0,1
3,99,4,8,2275,5,3,2,3,3,4,28,2,1,4,3,1,2,1,1
1,17,1,3,1200,1,3,3,1,3,1,27,3,1,1,3,2,1,1,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
3,40,2,4,250,2,5,1,2,2,4,18,1,2,4,2,1,2,1,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,17,0,1,625,2,1,2,2,2,3,34,1,2,1,4,1,1,0,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
3,87,3,9,225,3,1,1,1,2,4,44,3,2,3,1,1,2,0,1
2,41,4,1,550,4,4,2,1,1,1,23,2,2,3,1,2,2,1,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
2,14,2,9,1925,5,2,1,3,2,4,34,2,2,2,1,1,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
2,67,1,9,2150,4,1,3,1,1,1,23,3,2,4,4,2,1,0,1
4,9,0,4,1125,1,1,3,3,3,3,39,3,2,4,1,2,1,0,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
3,83,3,3,1275,2,3,1,2,3,2,36,3,2,4,4,2,1,0,1
3,76,3,1,2350,3,3,2,2,1,1,24,1,1,2,3,1,1,0,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
3,35,2,6,2775,1,3,2,1,1,1,40,1,2,4,1,2,2,1,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
4,27,0,7,2650,4,4,4,2,4,3,44,1,2,4,4,2,2,1,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
1,18,4,8,2175,3,2,4,1,2,2,18,1,1,1,3,2,2,0,1
3,89,4,6,2075,3,1,4,3,1,2,24,2,2,2,3,1,1,0,1
2,11,0,3,2350,5,3,4,2,4,2,33,3,1,1,4,1,1,0,1
2,66,0,8,2650,5,1,2,2,3,4,27,3,1,2,1,1,1,1,1
4,91,4,10,1700,2,1,3,3,1,1,19,3,1,4,2,1,2,0,1
3,39,1,5,900,4,5,4,2,1,2,22,3,2,1,2,1,1,0,1
3,17,4,9,350,1,5,4,1,4,2,18,3,2,2,4,1,2,0,1
2,79,4,3,1575,3,2,4,1,3,4,42,3,2,1,3,1,2,0,1
1,66,4,10,2900,5,4,2,1,2,1,22,1,1,3,1,1,2,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,51,3,8,1325,4,2,1,1,1,2,22,2,1,2,4,1,2,1,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
4,94,1,5,1600,5,4,3,3,2,1,38,3,2,2,2,2,2,1,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
1,92,1,3,475,3,5,4,2,2,3,43,1,1,4,4,2,1,1,1
1,84,1,0,2600,3,1,2,3,1,4,44,3,1,3,4,1,2,1,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
3,35,2,6,2775,1,3,2,1,1,1,40,1,2,4,1,2,2,1,1
1,86,0,10,650,1,2,3,3,2,2,35,1,2,2,1,2,1,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
2,59,3,10,2025,2,4,1,1,3,3,35,1,1,4,2,1,2,1,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
3,88,1,5,1700,1,4,3,1,2,4,23,3,2,2,2,1,1,0,1
2,11,2,2,200,5,4,3,1,3,2,29,1,1,3,4,1,2,1,1
2,73,2,5,2725,1,5,4,2,1,1,25,3,2,4,4,1,1,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
1,66,4,10,2900,5,4,2,1,2,1,22,1,1,3,1,1,2,1,1
1,40,1,4,1975,5,5,1,2,4,2,19,3,2,2,1,2,1,0,1
1,93,4,3,450,3,4,1,3,2,3,19,2,1,2,1,1,1,1,1
4,91,4,10,1700,2,1,3,3,1,1,19,3,1,4,2,1,2,0,1
2,85,0,9,1000,4,4,3,3,1,3,22,1,1,1,2,1,2,1,1
4,63,1,2,325,4,5,4,1,2,3,33,1,2,3,4,1,1,1,1
3,24,3,1,2250,4,4,1,1,2,2,20,3,1,4,3,2,2,0,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
4,88,1,2,2650,1,3,1,3,3,1,42,3,2,1,3,2,1,1,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
4,74,0,1,1925,4,3,1,3,3,2,40,1,1,3,3,2,1,0,1
1,45,2,9,2550,3,1,3,1,3,2,40,3,2,4,1,1,2,0,1
1,8,3,7,2300,3,2,2,1,4,1,21,1,1,3,4,1,2,0,1
4,69,4,6,325,2,3,2,2,3,1,30,1,2,4,1,1,1,0,1
1,60,2,10,2550,2,3,1,1,3,2,24,2,2,3,4,2,2,1,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
3,9,3,9,1450,5,2,1,1,3,1,30,2,2,4,4,1,1,1,1
2,95,1,1,2325,2,2,4,2,4,2,23,1,2,4,2,2,2,0,1
4,91,4,10,1700,2,1,3,3,1,1,19,3,1,4,2,1,2,0,1
2,4,1,5,2450,3,5,3,3,2,4,29,1,1,2,2,1,1,1,1
4,100,1,10,1050,4,2,1,2,2,3,26,2,1,3,4,1,1,0,1
1,97,3,9,2125,5,5,2,3,2,1,40,3,2,1,2,2,1,0,1
2,27,0,0,1525,4,4,3,3,2,4,21,3,2,2,1,2,1,0,1
