Delivery_ID,Delivery_Start_Date,Delivery_Start_Time,Traffic_Conditions,Number_of_Packages,Customer_Preference_for_Delivery_Time,Distance_(miles),fog,rain,snow,hail,Historical_Delivery_Time_(hours)
86855.0,2022-07-11,02:20:00,Moderate,20.0,Morning,96.76629600072935,None,None,None,None,6.42186687533487
86856.0,2020-06-03,02:07:00,Low,16.0,Morning,6.555952284343533,Low,Low,Low,None,3.6109898519083976
86857.0,2021-08-09,21:16:00,High,15.0,Evening,41.73925660977547,None,None,None,Low,8.195275921629229
86858.0,2022-02-16,00:48:00,High,1.0,Morning,174.06024334320156,None,None,High,None,9.388041516651757
86859.0,2023-10-16,13:07:00,Moderate,5.0,Evening,38.555125278982075,None,None,Low,None,3.155959936072995
86860.0,2022-06-07,06:06:00,Moderate,12.0,Morning,122.32498768681329,None,None,Low,None,7.006278688387425
86861.0,2020-05-15,12:50:00,Low,19.0,Evening,122.40959476394475,Low,None,None,None,6.409504973786723
86862.0,2020-04-10,22:16:00,High,9.0,Evening,51.84069566665464,Mid,None,None,None,6.584455895435163
86863.0,2020-12-19,20:05:00,Moderate,6.0,Afternoon,144.17373277499112,None,Low,None,None,9.651137028860802
86864.0,2022-10-09,20:29:00,Moderate,1.0,Morning,142.49729649853265,None,None,None,None,5.1363407322216235
86865.0,2021-08-20,18:47:00,Moderate,20.0,Morning,161.90048115672653,High,None,None,None,11.185034455088292
86866.0,2022-01-15,01:15:00,Moderate,4.0,Evening,150.61770984076597,Low,Mid,None,None,5.9039583732416805
86867.0,2022-03-18,12:18:00,High,12.0,Morning,140.43338016189966,None,None,Low,None,6.074447815182509
86868.0,2020-11-13,09:04:00,Moderate,10.0,Morning,96.96553540377381,None,Low,Mid,Mid,13.045257585537014
86869.0,2023-06-13,10:14:00,Low,7.0,Afternoon,91.85936166419977,None,None,None,None,4.598352213106927
86870.0,2020-04-17,04:54:00,Low,18.0,Afternoon,104.03968002129726,Mid,None,None,None,7.704764898321624
86871.0,2020-03-13,17:08:00,Moderate,9.0,Afternoon,39.32682787555434,Low,None,Low,None,4.514481797729921
86872.0,2020-03-16,22:25:00,Moderate,1.0,Evening,195.24990383001582,None,None,None,None,6.209619303690853
86873.0,2022-09-16,18:14:00,High,9.0,Morning,75.36497408552057,None,Low,None,None,5.512261643192023
86874.0,2020-11-18,12:36:00,High,13.0,Afternoon,120.2809315781006,None,Low,High,Low,9.884764630172564
86875.0,2022-12-22,01:56:00,High,19.0,Morning,94.15695363671797,None,Low,None,None,6.922968110148451
86876.0,2023-11-10,12:15:00,Moderate,11.0,Afternoon,133.21531136074228,Low,High,Low,None,8.195832839622781
86877.0,2020-06-16,10:43:00,High,14.0,Evening,131.29808958438343,None,Mid,None,Low,11.158552936415902
86878.0,2021-09-06,16:27:00,Low,5.0,Morning,157.98007355917014,Low,None,Mid,None,8.096789073256378
86879.0,2022-09-11,23:14:00,Low,4.0,Morning,196.69391082699815,None,Low,None,None,9.718738049457878
86880.0,2020-07-28,10:08:00,Low,12.0,Morning,51.577810343600575,None,None,None,None,4.3547193387532115
86881.0,2020-06-16,05:14:00,Low,19.0,Afternoon,187.82308982679766,Mid,Low,None,None,10.341775221864834
86882.0,2021-12-03,12:33:00,High,16.0,Afternoon,206.39386629157175,None,None,None,None,12.268689690575155
86883.0,2022-02-12,05:45:00,Low,9.0,Morning,88.6323952054718,None,None,None,None,4.971222786075257
86884.0,2022-03-10,07:08:00,Moderate,19.0,Morning,108.42976901817977,Low,None,None,None,9.745157287682229
86885.0,2022-11-17,18:56:00,High,1.0,Afternoon,137.80976209209075,None,None,None,Low,10.986893844475851
86886.0,2022-06-20,19:52:00,Low,9.0,Afternoon,108.60012933617674,None,None,None,None,3.9071740092708223
86887.0,2020-05-14,18:13:00,High,18.0,Morning,133.48670241977487,High,None,Low,None,11.552612646520531
86888.0,2022-07-24,00:20:00,Low,7.0,Morning,82.70367640911546,None,Mid,None,None,5.635727766727183
86889.0,2020-10-24,00:49:00,Low,10.0,Morning,50.07766431302049,Mid,None,None,None,4.0262488896344655
86890.0,2020-11-28,15:24:00,High,15.0,Evening,127.56018011334966,None,None,None,None,10.723291593172839
86891.0,2022-03-19,10:48:00,Moderate,10.0,Afternoon,164.62593436407118,High,None,None,None,8.204667219511006
86892.0,2023-08-28,10:39:00,High,4.0,Afternoon,149.30589717219212,None,None,Low,None,8.354957120581236
86893.0,2020-07-19,13:28:00,Low,14.0,Morning,194.54020163602735,Low,None,None,None,10.483858858009421
86894.0,2020-11-24,01:41:00,High,2.0,Evening,136.8063116795017,High,High,None,None,13.172876490472655
86895.0,2020-04-05,00:18:00,High,5.0,Afternoon,191.5512121904323,Low,Low,High,None,11.645395091061644
86896.0,2022-09-01,07:12:00,Low,10.0,Morning,94.96569896255296,None,None,None,None,4.793294355858576
86897.0,2023-10-23,08:51:00,Moderate,3.0,Morning,122.88228777351476,None,None,None,None,5.487563567707968
86898.0,2021-03-15,00:33:00,Moderate,2.0,Afternoon,164.40009845704444,None,Mid,None,Low,6.780907416256873
86899.0,2023-05-06,08:52:00,Moderate,20.0,Afternoon,244.3572874300118,None,None,None,None,8.040297960748772
86900.0,2021-03-19,10:04:00,Low,2.0,Morning,84.08451518738104,None,Mid,None,None,2.60166326299509
86901.0,2020-03-02,03:34:00,Moderate,15.0,Morning,103.91134937128618,Mid,None,None,None,9.526653652402466
86902.0,2022-09-25,01:23:00,Moderate,12.0,Morning,161.01850873264806,High,None,None,None,11.195990453062635
86903.0,2021-08-15,14:22:00,High,10.0,Evening,239.16426579755102,None,None,None,None,12.54871159271324
86904.0,2022-03-03,20:43:00,Low,19.0,Evening,72.20082831599967,None,None,None,None,6.478514033188616
86905.0,2022-04-28,05:06:00,Moderate,1.0,Afternoon,104.03158519543344,None,None,Low,None,3.3491418077631594
86906.0,2023-09-20,01:13:00,Moderate,2.0,Afternoon,82.1890667770863,Mid,None,Low,Low,7.226437667829732
86907.0,2022-10-01,09:34:00,High,2.0,Afternoon,122.98982580121243,Low,None,Mid,None,9.700827727708825
86908.0,2020-09-12,16:12:00,Moderate,5.0,Evening,119.80981644025931,None,Low,None,None,4.306186341630079
86909.0,2023-06-02,02:48:00,Low,17.0,Morning,109.74737670299353,Mid,None,None,None,6.451717375253821
86910.0,2020-07-06,18:40:00,Low,18.0,Morning,150.14346061472781,None,Low,None,None,9.040444043932899
86911.0,2023-05-26,00:44:00,High,6.0,Afternoon,112.30931838368468,Low,Low,Low,None,8.003345250565248
86912.0,2023-04-20,04:06:00,Moderate,20.0,Afternoon,38.70049336890706,Low,Low,None,None,7.326560015463046
86913.0,2023-12-04,04:28:00,Low,7.0,Evening,156.45795814642432,Low,None,None,None,7.105069648889202
86914.0,2021-05-25,09:08:00,Moderate,14.0,Afternoon,89.63421134552217,None,Low,None,None,6.441953966944516
86915.0,2023-11-21,07:39:00,High,17.0,Afternoon,149.89787220892998,Mid,None,Low,None,9.633217936498111
86916.0,2020-07-16,07:38:00,High,4.0,Evening,119.37659474433744,Mid,None,Mid,High,11.026748979271023
86917.0,2022-03-09,19:19:00,Low,10.0,Afternoon,159.3906266577308,None,Low,None,None,7.906719600526172
86918.0,2021-08-23,20:11:00,Low,2.0,Afternoon,162.5007793911524,None,None,Low,None,6.344049676245416
86919.0,2022-05-17,06:05:00,Low,13.0,Morning,118.06136736529884,None,None,Low,None,4.153344047899784
86920.0,2022-09-02,22:31:00,Low,8.0,Morning,172.37024390353855,None,Low,Low,None,6.758561175821619
86921.0,2021-05-19,06:54:00,Moderate,3.0,Morning,36.82603185370935,Low,None,None,None,3.176175018905083
86922.0,2020-05-06,12:05:00,Low,4.0,Afternoon,27.12198633926488,Mid,None,Low,None,2.8116518857633697
86923.0,2020-12-19,13:15:00,High,14.0,Morning,43.513567639856475,None,None,Mid,None,9.719747346813252
86924.0,2020-04-14,21:13:00,Low,3.0,Evening,50.2523935919924,Low,None,Low,None,2.9810071179531366
86925.0,2023-01-05,22:19:00,Moderate,8.0,Evening,156.27049872638497,Low,None,High,None,10.481392608810578
86926.0,2020-10-10,14:03:00,Low,9.0,Morning,158.39499523793498,Low,None,None,None,4.74551765643247
86927.0,2022-11-01,22:32:00,Moderate,17.0,Morning,104.2333664469129,None,None,None,None,9.954616272204698
86928.0,2022-02-24,13:50:00,High,3.0,Evening,65.89421194903889,None,Mid,None,Mid,8.08241877311622
86929.0,2023-03-22,15:19:00,Moderate,5.0,Evening,56.900211416912256,Mid,Low,None,None,4.031054558509756
86930.0,2022-12-25,14:35:00,High,5.0,Afternoon,146.51781254256338,Low,Mid,Low,None,11.966192739354122
86931.0,2021-10-01,14:58:00,High,5.0,Evening,129.62334736024624,None,None,None,Mid,8.29415922074999
86932.0,2021-11-27,12:32:00,High,3.0,Afternoon,54.80245380261506,None,None,None,High,5.541078245466641
86933.0,2021-09-02,17:15:00,Low,3.0,Evening,97.82385105756536,None,Mid,None,None,3.7566739751723035
86934.0,2022-09-22,14:10:00,Moderate,11.0,Afternoon,169.0140355061708,Low,Low,High,None,9.550102368798557
86935.0,2022-10-25,10:11:00,High,15.0,Morning,167.17245562698668,None,None,None,None,7.371525496315627
86936.0,2020-04-17,11:59:00,High,5.0,Evening,70.86122474273975,None,None,High,None,6.594089760514091
86937.0,2021-01-01,01:48:00,High,4.0,Afternoon,143.92745624539458,Low,None,None,Mid,8.479903828408556
86938.0,2022-07-23,01:00:00,Low,11.0,Morning,112.52993249525555,None,None,None,None,5.509529917217598
86939.0,2022-09-19,02:43:00,Moderate,20.0,Evening,146.5283775769751,Low,Mid,None,None,7.9560223728387145
86940.0,2023-01-25,16:54:00,Moderate,1.0,Afternoon,95.81025537929055,None,None,None,Low,6.077254599193198
86941.0,2020-11-23,05:16:00,High,9.0,Afternoon,133.15502811439077,None,Mid,None,None,7.016300779905915
86942.0,2023-12-25,12:55:00,High,13.0,Morning,123.20673298099832,Mid,None,None,None,12.530389268693822
86943.0,2022-01-06,01:40:00,Moderate,9.0,Evening,164.11782814019926,None,High,None,None,8.373841436844762
86944.0,2023-02-22,13:48:00,High,14.0,Afternoon,194.54548628231754,Low,None,None,None,9.711919600589543
86945.0,2023-05-12,15:21:00,Moderate,19.0,Afternoon,154.0575048999615,Low,None,None,None,10.581342120245122
86946.0,2022-11-08,23:01:00,Low,12.0,Evening,146.08252556207657,None,Low,Mid,None,12.338936309423554
86947.0,2020-09-21,00:13:00,Moderate,11.0,Morning,75.45153977640311,Mid,Low,None,None,7.64527746548991
86948.0,2020-05-07,19:15:00,High,1.0,Afternoon,153.15067286244346,None,Low,Mid,None,7.704996210520361
86949.0,2022-05-06,08:07:00,High,19.0,Evening,92.8303187736917,None,Low,Low,None,5.770900733225141
86950.0,2020-05-15,04:04:00,Low,9.0,Morning,192.82120447647213,None,None,None,Low,8.927282553461037
86951.0,2022-03-17,03:39:00,Low,3.0,Morning,90.61585533152736,Mid,None,None,None,3.8803782036626124
86952.0,2021-05-03,09:22:00,High,12.0,Morning,70.72292538886552,None,None,None,None,5.864666683986905
86953.0,2023-04-07,05:31:00,Moderate,14.0,Morning,37.45675339001269,None,None,None,None,4.192311009796261
86954.0,2022-04-08,17:18:00,High,11.0,Morning,125.95293878370387,None,Low,High,None,10.115399348331849
86955.0,2020-11-11,21:33:00,Moderate,9.0,Morning,113.07447356247319,Low,Mid,None,None,9.048680480786306
86956.0,2022-12-13,04:49:00,Moderate,10.0,Afternoon,121.42953220499314,None,Mid,High,None,13.878370134178818
86957.0,2022-09-18,00:41:00,Low,1.0,Morning,140.86982293506878,Mid,None,Low,None,5.888692492473965
86958.0,2022-01-24,16:11:00,Moderate,2.0,Morning,85.92788839436955,None,None,Mid,None,6.9438800577956385
86959.0,2020-03-23,04:49:00,Low,1.0,Afternoon,117.26143983433224,None,Low,None,None,3.4605370987212427
86960.0,2021-09-18,15:26:00,Moderate,6.0,Afternoon,185.70897851693266,None,None,Low,Low,7.712296649483974
86961.0,2023-08-27,12:05:00,Moderate,2.0,Morning,108.80435758426404,None,None,None,Low,7.238063689596322
86962.0,2023-05-04,03:03:00,Low,6.0,Morning,112.91349938242872,None,None,None,None,3.5149822895785534
86963.0,2021-06-09,17:53:00,High,18.0,Morning,229.0983357445862,High,Low,None,None,9.17632632827881
86964.0,2023-11-27,22:46:00,High,15.0,Afternoon,96.14569819034513,None,None,None,None,11.31657763039231
86965.0,2022-08-19,03:33:00,High,6.0,Evening,95.45818320085306,Low,Low,Low,None,9.059825234840245
86966.0,2020-11-14,15:11:00,Moderate,3.0,Morning,0.5,None,Mid,None,None,2.7083341829440415
86967.0,2022-04-01,07:24:00,Low,4.0,Morning,118.71926695877303,Mid,Mid,Low,High,6.813793679435819
86968.0,2021-11-03,03:09:00,Low,19.0,Evening,181.47719563854253,None,Low,Low,None,14.396321679032463
86969.0,2022-11-14,04:27:00,Low,14.0,Morning,89.82654926500967,Low,None,None,None,6.557308290392584
86970.0,2023-03-07,12:04:00,Moderate,1.0,Morning,142.74475876055018,None,Mid,None,None,6.392714070440453
86971.0,2023-03-20,22:15:00,Low,5.0,Afternoon,149.97094311241818,None,High,Low,None,7.725726936398372
86972.0,2022-03-11,20:37:00,Low,6.0,Morning,165.93930755026545,None,None,Mid,Low,10.061523422776425
86973.0,2022-04-04,16:39:00,High,7.0,Morning,69.22840971757977,Low,Low,None,None,7.310804222860773
86974.0,2021-10-23,12:49:00,High,12.0,Evening,126.02704991292732,Low,High,None,Low,12.984385373125464
86975.0,2021-06-18,11:50:00,Low,14.0,Afternoon,98.75883598476011,Mid,None,None,None,7.516261284963614
86976.0,2023-06-20,01:05:00,High,6.0,Afternoon,146.04075369574917,Low,None,High,None,12.116792001867806
86977.0,2022-07-25,02:05:00,High,7.0,Evening,32.891851699697966,None,Mid,None,Mid,7.353473947842374
86978.0,2023-04-07,12:42:00,Moderate,18.0,Morning,142.52196167371713,None,High,High,None,12.514119902522603
86979.0,2020-02-26,22:14:00,Moderate,18.0,Morning,101.74474059772642,None,None,None,None,4.87997798625775
86980.0,2020-02-17,14:04:00,Low,14.0,Afternoon,160.86066522700935,None,None,None,None,9.263271474542133
86981.0,2023-12-23,22:45:00,High,1.0,Evening,173.60682577635114,Mid,None,None,None,7.650789682773246
86982.0,2023-12-15,05:19:00,Moderate,7.0,Morning,165.0834837038797,Low,Low,None,None,13.271856782720114
86983.0,2021-01-06,09:02:00,Moderate,1.0,Evening,57.78966737124868,Low,None,Mid,None,3.824439437656987
86984.0,2023-10-19,19:03:00,High,6.0,Afternoon,79.5107593748591,None,None,Low,None,5.1641890126244325
86985.0,2020-07-11,21:54:00,High,9.0,Afternoon,77.58459944357591,None,Low,None,None,6.319846998942338
86986.0,2020-09-06,05:58:00,Moderate,7.0,Morning,133.80903013896125,None,Mid,None,None,8.810317029366935
86987.0,2023-01-28,18:25:00,High,15.0,Evening,140.56079055742944,Low,Low,None,None,13.37291062978848
86988.0,2022-06-10,02:39:00,High,18.0,Afternoon,83.58201413294346,None,Mid,Low,None,11.123598147782875
86989.0,2021-08-01,10:26:00,Moderate,16.0,Evening,125.90776060732176,High,Low,None,None,10.679624499726781
86990.0,2020-09-14,23:01:00,Low,17.0,Evening,163.16609589382523,Mid,High,Low,None,8.527740870814917
86991.0,2023-04-16,04:28:00,Low,14.0,Afternoon,182.14965314963567,None,None,High,None,7.013110733719432
86992.0,2020-08-12,13:01:00,High,12.0,Morning,114.81152871699751,None,Low,Mid,None,11.558652469856217
86993.0,2020-11-06,11:33:00,Low,3.0,Morning,91.04379857902005,Mid,None,None,None,3.837550389547343
86994.0,2021-08-22,07:03:00,Moderate,9.0,Evening,178.94327848794904,None,None,Mid,None,7.347145730001248
86995.0,2022-07-13,19:57:00,High,10.0,Afternoon,86.29553771093435,Mid,Mid,Low,None,10.919084390713541
86996.0,2021-01-28,16:33:00,Moderate,12.0,Evening,178.22088308304356,None,None,None,Mid,9.821128985646748
86997.0,2020-05-20,07:29:00,High,13.0,Evening,124.0393718769786,None,Low,None,None,8.523630653920103
86998.0,2021-12-16,12:44:00,High,11.0,Morning,91.86625548785753,None,Mid,None,Mid,10.704490665610857
86999.0,2022-11-22,09:25:00,High,15.0,Afternoon,37.88927532182278,None,None,None,Low,5.61880136378133
87000.0,2020-10-27,20:12:00,Moderate,10.0,Morning,91.25530178642572,None,None,None,None,3.881329347320047
87001.0,2020-04-02,19:20:00,Moderate,3.0,Evening,213.55136554625358,None,Mid,Low,None,7.704276086412663
87002.0,2023-04-20,21:58:00,Low,1.0,Afternoon,150.84757512671797,Low,None,Low,None,4.1333022290369845
87003.0,2023-11-14,19:17:00,High,3.0,Afternoon,206.19247648966063,None,None,None,None,11.455349031039862
87004.0,2020-03-12,15:41:00,High,9.0,Evening,127.28702834927077,None,Low,None,None,8.415320212609718
87005.0,2020-03-20,22:38:00,Moderate,12.0,Morning,136.61421722552308,None,Mid,None,Low,10.575325646244915
87006.0,2021-11-10,04:49:00,High,1.0,Afternoon,175.8463687595622,None,Low,None,Mid,14.54127173610187
87007.0,2023-08-14,14:22:00,Moderate,7.0,Afternoon,144.22929770243164,None,None,None,None,5.61419625041391
87008.0,2023-09-02,14:28:00,High,3.0,Afternoon,75.69231455551812,None,Mid,High,None,7.389423272203876
87009.0,2023-08-24,03:47:00,Low,17.0,Afternoon,153.27637253413292,None,None,None,None,5.806027942341014
87010.0,2023-08-03,23:33:00,Moderate,6.0,Evening,86.25061026281826,None,Low,None,None,5.568836723156521
87011.0,2023-09-04,10:37:00,Moderate,16.0,Evening,115.3013834556518,None,None,None,None,4.672851629644111
87012.0,2022-04-04,10:05:00,High,11.0,Morning,240.03355264191867,None,Mid,None,None,11.059559444631576
87013.0,2023-09-22,11:14:00,Moderate,13.0,Evening,22.682134511878175,None,Mid,Low,None,4.328730078335061
87014.0,2021-11-20,20:17:00,Low,18.0,Morning,123.0491240639547,None,Mid,None,None,10.439422486373699
87015.0,2022-12-02,11:26:00,Moderate,11.0,Evening,138.00582525522768,None,None,None,None,8.838910795500329
87016.0,2022-10-18,22:38:00,Moderate,9.0,Morning,147.64260577391985,None,None,None,Low,9.234878783617152
87017.0,2023-01-11,08:03:00,High,2.0,Morning,222.32557749750913,None,None,None,None,11.684998834306384
87018.0,2020-05-11,12:11:00,High,4.0,Afternoon,105.94186346800282,None,None,None,None,6.058250942204578
87019.0,2022-03-14,05:16:00,Moderate,19.0,Morning,101.30021903253993,High,None,None,None,8.498401452755513
87020.0,2020-07-11,08:43:00,Moderate,17.0,Afternoon,157.57214988251138,Low,High,None,None,9.409743530442437
87021.0,2020-04-14,22:47:00,Low,11.0,Morning,160.16905092495404,None,None,None,None,4.7871444991092496
87022.0,2020-05-27,12:13:00,Low,8.0,Evening,65.81742612026704,Low,None,None,None,4.385789247664288
87023.0,2020-05-08,21:52:00,High,11.0,Afternoon,157.7774136988508,None,Mid,Mid,High,11.463545513771717
87024.0,2023-09-10,00:35:00,High,13.0,Evening,157.579727357923,Mid,None,None,None,8.547213394544508
87025.0,2023-11-04,14:44:00,Low,1.0,Evening,76.43909751963308,None,None,Low,Mid,6.938414419194167
87026.0,2022-10-26,05:36:00,High,19.0,Afternoon,40.789636453913275,None,None,None,None,4.415278799677225
87027.0,2021-10-04,21:40:00,Low,20.0,Afternoon,141.65877171397307,None,None,None,None,6.000239311499168
87028.0,2021-02-01,23:29:00,High,13.0,Morning,109.69129178047653,None,None,Mid,None,6.070062689306754
87029.0,2023-10-17,06:27:00,Low,9.0,Morning,154.57420064368867,None,Mid,None,High,10.18995666590718
87030.0,2022-04-18,00:09:00,Low,16.0,Morning,146.60864267457487,None,None,None,None,8.421325281263679
87031.0,2022-12-25,05:05:00,High,1.0,Morning,205.45370450110056,Mid,None,None,High,10.396776610363865
87032.0,2022-05-10,10:10:00,High,8.0,Afternoon,113.00085721216821,None,Mid,Mid,Mid,11.366443832729093
87033.0,2021-06-08,18:44:00,Low,14.0,Evening,121.48476370407371,Low,Mid,None,None,8.083905715977107
87034.0,2023-07-14,19:08:00,Low,3.0,Evening,132.2287318633284,None,Low,Low,Low,6.6401285988033765
87035.0,2021-02-21,09:37:00,Moderate,5.0,Afternoon,98.27713272935945,None,None,Low,None,3.6340512440664092
87036.0,2020-09-18,08:27:00,Moderate,12.0,Afternoon,109.58238593476187,None,None,High,None,8.328873526075927
87037.0,2021-06-03,00:30:00,Low,13.0,Afternoon,131.33077229449907,None,None,None,None,7.381536758750762
87038.0,2022-01-05,06:05:00,Moderate,8.0,Afternoon,191.28435861620747,None,Mid,Mid,None,12.311014874835967
87039.0,2022-11-26,07:58:00,High,8.0,Afternoon,172.85039563555767,None,Low,None,None,11.757058315602634
87040.0,2021-07-20,12:58:00,Low,12.0,Afternoon,143.86579414167298,Low,None,None,None,5.421224001462535
87041.0,2023-11-13,22:34:00,High,17.0,Afternoon,134.7806711704002,Low,None,Low,Mid,10.551892231341565
87042.0,2023-06-10,06:59:00,Moderate,15.0,Evening,89.83262540784617,Low,None,None,High,6.256429685620011
87043.0,2021-01-22,06:36:00,High,9.0,Afternoon,121.9137593452922,None,None,Low,None,8.862908857933215
87044.0,2022-10-08,08:18:00,High,10.0,Afternoon,253.14729494737261,Mid,Low,High,None,9.643267878264178
87045.0,2020-03-26,17:36:00,Low,9.0,Evening,139.01213811086993,None,Mid,None,None,4.229131279539517
87046.0,2023-08-20,11:07:00,High,8.0,Morning,60.63111335121849,None,None,None,None,4.829633639523398
87047.0,2023-08-02,22:44:00,High,17.0,Morning,130.79083036515624,Low,Mid,None,None,14.070081122269979
87048.0,2022-09-18,07:05:00,High,7.0,Afternoon,125.46789679152609,None,Mid,Low,None,7.221286971528743
87049.0,2023-02-02,00:10:00,High,1.0,Evening,78.88120144633697,Mid,None,None,None,6.254909194380905
87050.0,2020-03-28,19:22:00,High,20.0,Morning,158.48148647296145,Low,None,High,None,11.697544273009418
87051.0,2023-11-10,05:58:00,Low,9.0,Afternoon,109.11865568143524,None,High,Low,Low,11.901927753916002
87052.0,2021-10-26,23:48:00,High,19.0,Afternoon,112.29250231012173,Low,None,None,High,12.356708604318001
87053.0,2022-02-20,01:14:00,High,17.0,Afternoon,131.73464100452796,None,Mid,Low,Mid,10.518542307375215
87054.0,2021-02-26,10:12:00,High,17.0,Evening,26.08119806900889,Mid,None,Low,None,5.2564222208290925
87055.0,2023-10-09,20:19:00,Low,11.0,Evening,75.06043958817952,None,None,None,None,4.262834736989237
87056.0,2023-10-27,01:35:00,Low,6.0,Evening,154.24911618313413,None,Low,None,None,4.352127719005533
87057.0,2020-12-08,00:35:00,High,11.0,Morning,169.84205972106707,Low,None,None,None,15.71990030666595
87058.0,2022-02-25,03:09:00,Moderate,9.0,Afternoon,108.76744455093069,None,Low,None,Mid,5.571329115056805
87059.0,2022-05-03,17:38:00,High,3.0,Morning,115.5406416197974,None,None,None,High,8.211600758803824
87060.0,2020-10-09,21:21:00,Low,8.0,Morning,57.49364676377647,None,Mid,Mid,None,4.749926526839022
87061.0,2021-12-10,13:39:00,Moderate,20.0,Afternoon,74.77313758916688,None,None,Low,None,7.914143784264609
87062.0,2022-01-16,02:48:00,Moderate,17.0,Evening,34.9230918759029,None,Low,None,None,6.729833551900037
87063.0,2021-04-01,05:12:00,Moderate,9.0,Afternoon,115.63109515675886,None,None,Low,None,6.470270116404137
87064.0,2022-07-16,03:50:00,Moderate,20.0,Morning,162.774303399874,Low,None,None,Mid,7.938164358948988
87065.0,2021-07-02,07:51:00,Moderate,4.0,Morning,112.0682503102162,None,None,None,None,5.445186745136554
87066.0,2021-05-19,05:19:00,Low,8.0,Morning,191.67411401227923,None,Low,Mid,None,6.300688203691611
87067.0,2022-05-11,02:52:00,Low,14.0,Evening,113.13931952551731,None,Low,None,None,5.28924362197992
87068.0,2020-09-18,22:46:00,High,1.0,Afternoon,119.07949457652934,Low,None,None,None,6.3104266312739945
87069.0,2020-09-05,03:52:00,High,12.0,Evening,42.223349173155796,None,None,None,None,4.03935971735096
87070.0,2021-09-06,19:52:00,Low,16.0,Morning,144.75138342500296,Low,None,Low,None,7.640763882859914
87071.0,2022-01-03,04:14:00,High,9.0,Morning,159.96211857863753,Low,High,Low,None,7.977183782712211
87072.0,2022-11-25,02:45:00,Low,14.0,Afternoon,133.58648611746685,None,None,None,None,6.225179408080406
87073.0,2021-07-28,01:22:00,High,20.0,Afternoon,193.2752044749407,Mid,None,None,None,14.382196824313361
87074.0,2022-02-21,10:52:00,Moderate,3.0,Morning,156.0141981081211,High,Mid,None,None,8.358262200875823
87075.0,2023-03-09,12:13:00,Low,11.0,Morning,178.16710887954991,None,Low,None,None,5.176147412489674
87076.0,2020-12-09,19:16:00,Low,4.0,Afternoon,143.34217598260204,Mid,None,None,None,5.195432483632733
87077.0,2021-05-24,19:59:00,Moderate,5.0,Afternoon,189.09371556428755,None,Low,Mid,Low,8.102302914710982
87078.0,2020-04-26,16:52:00,High,9.0,Evening,138.14304521867902,None,None,None,None,4.816526524434466
87079.0,2022-03-13,13:43:00,High,3.0,Morning,105.46579609779141,None,Low,None,None,6.19840558905811
87080.0,2021-08-10,05:23:00,Moderate,11.0,Afternoon,156.4952502645882,None,None,Low,None,6.317995258852919
87081.0,2022-10-14,00:21:00,Moderate,1.0,Morning,187.75685935682733,None,Mid,None,None,5.937672772861767
87082.0,2021-02-03,22:14:00,Moderate,13.0,Morning,152.00001920088522,Mid,None,None,None,8.499457118825728
87083.0,2020-12-17,03:40:00,Low,15.0,Evening,156.69959162821584,High,None,Low,None,12.11850798948814
87084.0,2022-10-16,11:57:00,Low,9.0,Afternoon,105.00619686500076,None,Mid,Low,None,5.897985214156032
87085.0,2023-06-05,02:43:00,High,6.0,Morning,86.73819992282388,None,None,Low,Low,8.579489902558404
87086.0,2023-01-09,15:44:00,Moderate,4.0,Afternoon,97.92204676725083,None,Mid,None,None,4.58654647630111
87087.0,2023-03-14,13:36:00,Low,12.0,Morning,188.13373748069085,Low,None,None,None,6.81943940026541
87088.0,2021-10-05,03:13:00,Low,3.0,Morning,103.8828670688141,None,None,High,None,6.552137718154411
87089.0,2023-11-03,08:08:00,Moderate,15.0,Afternoon,181.40293081727768,None,Low,None,None,12.57306648518975
87090.0,2023-03-26,13:47:00,Moderate,5.0,Evening,211.0324592406099,None,None,Mid,None,7.528060070864445
87091.0,2020-07-14,20:22:00,High,8.0,Afternoon,50.75758827760433,None,None,None,High,6.970858219383012
87092.0,2020-05-02,08:11:00,Moderate,11.0,Morning,177.50012571177325,Low,High,None,High,9.729173799626007
87093.0,2021-07-18,13:05:00,Low,2.0,Evening,126.61997341891933,None,None,Low,None,5.499440752613109
87094.0,2021-11-19,01:53:00,High,3.0,Afternoon,170.54201908183978,None,High,None,None,10.02027939821057
87095.0,2021-12-11,16:01:00,High,6.0,Evening,86.6446194780282,None,None,None,None,5.239863418556374
87096.0,2020-06-01,08:35:00,High,14.0,Afternoon,117.93890148420441,None,None,None,High,12.193221957172577
87097.0,2023-10-25,05:38:00,High,18.0,Evening,164.79921664142606,None,Low,High,None,14.702602736530626
87098.0,2020-09-20,22:03:00,Moderate,5.0,Afternoon,127.62041895162399,Low,None,None,None,8.022627961662796
87099.0,2021-11-19,21:42:00,Moderate,11.0,Morning,152.69017229291046,None,None,Low,Low,9.995808947433177
87100.0,2020-08-19,14:06:00,Moderate,11.0,Afternoon,168.8995374194913,None,High,None,None,7.824182558712435
87101.0,2020-01-06,10:40:00,High,8.0,Afternoon,175.57382729171704,None,Low,None,None,8.922576086568784
87102.0,2022-12-26,00:26:00,Low,4.0,Afternoon,99.82949810881807,None,None,None,None,5.327498414536414
87103.0,2020-07-03,01:22:00,High,16.0,Evening,10.847416201955411,Low,None,None,None,4.838857560453586
